name,condition
data\Three Classes\Ripe\healthy (765).jpg,good
data\Three Classes\Ripe\healthy (769).jpg,good
data\Three Classes\Ripe\healthy (77).jpg,good
data\Three Classes\Ripe\healthy (770).jpg,good
data\Three Classes\Ripe\healthy (773).jpg,good
data\Three Classes\Ripe\healthy (775).jpg,good
data\Three Classes\Ripe\healthy (776).jpg,good
data\Three Classes\Ripe\healthy (777).jpg,good
data\Three Classes\Ripe\healthy (78).jpg,good
data\Three Classes\Ripe\healthy (780).jpg,good
data\Three Classes\Ripe\healthy (782).jpg,good
data\Three Classes\Ripe\healthy (783).jpg,good
data\Three Classes\Ripe\healthy (784).jpg,good
data\Three Classes\Ripe\healthy (785).jpg,good
data\Three Classes\Ripe\healthy (786).jpg,good
data\Three Classes\Ripe\healthy (788).jpg,good
data\Three Classes\Ripe\healthy (789).jpg,good
data\Three Classes\Ripe\healthy (79).jpg,good
data\Three Classes\Ripe\healthy (791).jpg,good
data\Three Classes\Ripe\healthy (792).jpg,good
data\Three Classes\Ripe\healthy (793).jpg,good
data\Three Classes\Ripe\healthy (796).jpg,good
data\Three Classes\Ripe\healthy (8).jpg,good
data\Three Classes\Ripe\healthy (801).jpg,good
data\Three Classes\Ripe\healthy (805).jpg,good
data\Three Classes\Ripe\healthy (806).jpg,good
data\Three Classes\Ripe\healthy (807).jpg,good
data\Three Classes\Ripe\healthy (809).jpg,good
data\Three Classes\Ripe\healthy (81).jpg,good
data\Three Classes\Ripe\healthy (810).jpg,good
data\Three Classes\Ripe\healthy (811).jpg,good
data\Three Classes\Ripe\healthy (812).jpg,good
data\Three Classes\Ripe\healthy (813).jpg,good
data\Three Classes\Ripe\healthy (814).jpg,good
data\Three Classes\Ripe\healthy (816).jpg,good
data\Three Classes\Ripe\healthy (819).jpg,good
data\Three Classes\Ripe\healthy (82).jpg,good
data\Three Classes\Ripe\healthy (822).jpg,good
data\Three Classes\Ripe\healthy (823).jpg,good
data\Three Classes\Ripe\healthy (824).jpg,good
data\Three Classes\Ripe\healthy (826).jpg,good
data\Three Classes\Ripe\healthy (829).jpg,good
data\Three Classes\Ripe\healthy (83).jpg,good
data\Three Classes\Ripe\healthy (830).jpg,good
data\Three Classes\Ripe\healthy (831).jpg,good
data\Three Classes\Ripe\healthy (832).jpg,good
data\Three Classes\Ripe\healthy (835).jpg,good
data\Three Classes\Ripe\healthy (837).jpg,good
data\Three Classes\Ripe\healthy (838).jpg,good
data\Three Classes\Ripe\healthy (843).jpg,good
data\Three Classes\Ripe\healthy (844).jpg,good
data\Three Classes\Ripe\healthy (845).jpg,good
data\Three Classes\Ripe\healthy (848).jpg,good
data\Three Classes\Ripe\healthy (849).jpg,good
data\Three Classes\Ripe\healthy (850).jpg,good
data\Three Classes\Ripe\healthy (853).jpg,good
data\Three Classes\Ripe\healthy (854).jpg,good
data\Three Classes\Ripe\healthy (856).jpg,good
data\Three Classes\Ripe\healthy (857).jpg,good
data\Three Classes\Ripe\healthy (859).jpg,good
data\Three Classes\Ripe\healthy (860).jpg,good
data\Three Classes\Ripe\healthy (861).jpg,good
data\Three Classes\Ripe\healthy (862).jpg,good
data\Three Classes\Ripe\healthy (866).jpg,good
data\Three Classes\Ripe\healthy (867).jpg,good
data\Three Classes\Ripe\healthy (869).jpg,good
data\Three Classes\Ripe\healthy (87).jpg,good
data\Three Classes\Ripe\healthy (871).jpg,good
data\Three Classes\Ripe\healthy (872).jpg,good
data\Three Classes\Ripe\healthy (873).jpg,good
data\Three Classes\Ripe\healthy (875).jpg,good
data\Three Classes\Ripe\healthy (878).jpg,good
data\Three Classes\Ripe\healthy (879).jpg,good
data\Three Classes\Ripe\healthy (88).jpg,good
data\Three Classes\Ripe\healthy (881).jpg,good
data\Three Classes\Ripe\healthy (882).jpg,good
data\Three Classes\Ripe\healthy (884).jpg,good
data\Three Classes\Ripe\healthy (885).jpg,good
data\Three Classes\Ripe\healthy (886).jpg,good
data\Three Classes\Ripe\healthy (888).jpg,good
data\Three Classes\Ripe\healthy (891).jpg,good
data\Three Classes\Ripe\healthy (894).jpg,good
data\Three Classes\Ripe\healthy (895).jpg,good
data\Three Classes\Ripe\healthy (897).jpg,good
data\Three Classes\Ripe\healthy (898).jpg,good
data\Three Classes\Ripe\healthy (9).jpg,good
data\Three Classes\Ripe\healthy (900).jpg,good
data\Three Classes\Ripe\healthy (901).jpg,good
data\Three Classes\Ripe\healthy (902).jpg,good
data\Three Classes\Ripe\healthy (906).jpg,good
data\Three Classes\Ripe\healthy (91).jpg,good
data\Three Classes\Ripe\healthy (912).jpg,good
data\Three Classes\Ripe\healthy (913).jpg,good
data\Three Classes\Ripe\healthy (914).jpg,good
data\Three Classes\Ripe\healthy (915).jpg,good
data\Three Classes\Ripe\healthy (917).jpg,good
data\Three Classes\Ripe\healthy (918).jpg,good
data\Three Classes\Ripe\healthy (920).jpg,good
data\Three Classes\Ripe\healthy (921).jpg,good
data\Three Classes\Ripe\healthy (924).jpg,good
data\Three Classes\Ripe\healthy (926).jpg,good
data\Three Classes\Ripe\healthy (927).jpg,good
data\Three Classes\Ripe\healthy (930).jpg,good
data\Three Classes\Ripe\healthy (931).jpg,good
data\Three Classes\Ripe\healthy (933).jpg,good
data\Three Classes\Ripe\healthy (934).jpg,good
data\Three Classes\Ripe\healthy (936).jpg,good
data\Three Classes\Ripe\healthy (939).jpg,good
data\Three Classes\Ripe\healthy (94).jpg,good
data\Three Classes\Ripe\healthy (940).jpg,good
data\Three Classes\Ripe\healthy (941).jpg,good
data\Three Classes\Ripe\healthy (942).jpg,good
data\Three Classes\Ripe\healthy (944).jpg,good
data\Three Classes\Ripe\healthy (948).jpg,good
data\Three Classes\Ripe\healthy (949).jpg,good
data\Three Classes\Ripe\healthy (950).jpg,good
data\Three Classes\Ripe\healthy (951).jpg,good
data\Three Classes\Ripe\healthy (953).jpg,good
data\Three Classes\Ripe\healthy (955).jpg,good
data\Three Classes\Ripe\healthy (957).jpg,good
data\Three Classes\Ripe\healthy (958).jpg,good
data\Three Classes\Ripe\healthy (959).jpg,good
data\Three Classes\Ripe\healthy (960).jpg,good
data\Three Classes\Ripe\healthy (961).jpg,good
data\Three Classes\Ripe\healthy (965).jpg,good
data\Three Classes\Ripe\healthy (966).jpg,good
data\Three Classes\Ripe\healthy (967).jpg,good
data\Three Classes\Ripe\healthy (968).jpg,good
data\Three Classes\Ripe\healthy (97).jpg,good
data\Three Classes\Ripe\healthy (971).jpg,good
data\Three Classes\Ripe\healthy (973).jpg,good
data\Three Classes\Ripe\healthy (976).jpg,good
data\Three Classes\Ripe\healthy (978).jpg,good
data\Three Classes\Ripe\healthy (979).jpg,good
data\Three Classes\Ripe\healthy (98).jpg,good
data\Three Classes\Ripe\healthy (983).jpg,good
data\Three Classes\Ripe\healthy (985).jpg,good
data\Three Classes\Ripe\healthy (986).jpg,good
data\Three Classes\Ripe\healthy (988).jpg,good
data\Three Classes\Ripe\healthy (991).jpg,good
data\Three Classes\Ripe\healthy (992).jpg,good
data\Three Classes\Ripe\healthy (994).jpg,good
data\Three Classes\Ripe\healthy (998).jpg,good
